team_name_1,team_name_2,timestamp,team_1_adj_pts,team_2_adj_pts,total_adj_pts,team_1_win_percentage,team_2_win_percentage,team_1_actual_points,team_2_actual_points,total_actual_points,moneyline_prediction,actual_winner,moneyline_result,total_o_u_points,o_u_prediction,o_u_result,,
Indiana,New York,2024-05-19 11:16:21,114.436,116.236,230.671,0.449,0.551,130,109,239,New York,Indiana,Loss,208.0,Over,Win
Minnesota,Denver,2024-05-19 11:16:21,111.908,112.509,224.418,0.483,0.517,98,90,188,Denver,Minnesota,Loss,198.0,Over,Loss
Indiana,Boston,2024-05-20 11:17:32,114.147,118.623,232.77,0.376,0.624,0,0,0,Boston,Tie,Loss,222.0,Over,Loss
Indiana,Boston,2024-05-21 11:18:52,114.147,118.623,232.77,0.375,0.625,128,133,261,Boston,Boston,Win,221.0,Over,Win
Dallas,Minnesota,2024-05-22 11:18:54,112.9,113.925,226.825,0.471,0.529,108,105,213,Minnesota,Dallas,Loss,208.0,Over,Win
Indiana,Boston,2024-05-23 11:18:03,114.223,118.698,232.922,0.377,0.623,110,126,236,Boston,Boston,Win,224.5,Over,Win
Dallas,Minnesota,2024-05-24 11:19:00,112.876,113.9,226.775,0.471,0.529,109,108,217,Minnesota,Dallas,Loss,207.5,Over,Win
Boston,Indiana,2024-05-25 11:17:26,118.723,114.199,232.923,0.625,0.375,114,111,225,Boston,Boston,Win,222.5,Over,Win
Minnesota,Dallas,2024-05-26 11:16:38,113.85,112.877,226.726,0.527,0.473,107,116,223,Minnesota,Dallas,Loss,207.5,Over,Win
Boston,Indiana,2024-05-27 11:17:43,118.723,114.151,232.875,0.627,0.373,105,102,207,Boston,Boston,Win,222.5,Over,Loss
Minnesota,Dallas,2024-05-28 11:16:32,113.825,112.902,226.727,0.526,0.474,105,100,205,Minnesota,Minnesota,Win,210.5,Over,Loss
Dallas,Minnesota,2024-05-29 11:17:16,112.852,113.775,226.627,0.474,0.526,0,0,0,Minnesota,Tie,Loss,209.5,Over,Loss
Dallas,Minnesota,2024-05-30 11:17:02,112.852,113.775,226.627,0.474,0.526,124,103,227,Minnesota,Dallas,Loss,209.5,Over,Win
Dallas,Boston,2024-05-31 11:17:13,112.314,115.906,228.22,0.4,0.6,0,0,0,Boston,Tie,Loss,214.5,Over,Loss
Dallas,Boston,2024-06-01 11:19:46,112.314,115.906,228.22,0.4,0.6,0,0,0,Boston,Tie,Loss,214.5,Over,Loss
Dallas,Boston,2024-06-02 11:17:34,112.314,115.906,228.22,0.4,0.6,0,0,0,Boston,Tie,Loss,214.5,Over,Loss
Dallas,Boston,2024-06-03 11:17:14,112.314,115.906,228.22,0.399,0.601,0,0,0,Boston,Tie,Loss,214.5,Over,Loss
Dallas,Boston,2024-06-04 11:18:19,112.314,115.906,228.22,0.399,0.601,0,0,0,Boston,Tie,Loss,214.5,Over,Loss
Dallas,Boston,2024-06-05 11:17:01,112.314,115.906,228.22,0.4,0.6,0,0,0,Boston,Tie,Loss,214.5,Over,Loss
Dallas,Boston,2024-06-06 11:17:46,112.314,115.906,228.22,0.399,0.601,89,107,196,Boston,Boston,Win,215.0,Over,Loss
Dallas,Boston,2024-06-07 11:17:53,112.189,115.882,228.071,0.397,0.603,0,0,0,Boston,Tie,Loss,214.5,Over,Loss
Dallas,Boston,2024-06-08 11:16:46,112.189,115.882,228.071,0.396,0.604,0,0,0,Boston,Tie,Loss,214.5,Over,Loss
Dallas,Boston,2024-06-09 11:15:52,112.189,115.882,228.071,0.397,0.603,98,105,203,Boston,Boston,Win,214.5,Over,Loss
Boston,Dallas,2024-06-10 11:18:48,115.832,112.115,227.947,0.604,0.396,0,0,0,Boston,Tie,Loss,213.5,Over,Loss
Boston,Dallas,2024-06-11 11:18:23,115.832,112.115,227.947,0.604,0.396,0,0,0,Boston,Tie,Loss,213.0,Over,Loss
Boston,Dallas,2024-06-12 11:19:21,115.832,112.115,227.947,0.604,0.396,106,99,205,Boston,Boston,Win,213.0,Over,Loss
Boston,Dallas,2024-06-13 11:18:01,115.757,112.041,227.798,0.603,0.397,0,0,0,Boston,Tie,Loss,211.5,Over,Loss
Boston,Dallas,2024-06-14 08:44:01,115.757,112.041,227.798,0.603,0.397,84,122,206,Boston,Dallas,Loss,211.5,Over,Loss
Dallas,Boston,2024-06-15 11:16:44,112.091,115.607,227.698,0.402,0.598,0,0,0,Boston,Tie,Loss,209.5,Over,Loss
Dallas,Boston,2024-06-16 11:17:20,112.091,115.607,227.698,0.401,0.599,0,0,0,Boston,Tie,Loss,209.5,Over,Loss
Dallas,Boston,2024-06-17 11:17:27,112.091,115.607,227.698,0.402,0.598,88,106,194,Boston,Boston,Win,209.5,Over,Loss
